,Country_Region,Province_State,Lat,Long_,Confirmed,Deaths,Recovered,Last_Update
0,Afghanistan,,33.93911,67.709953,157967,7354,0,1640596874000.0
1,Albania,,41.1533,20.1683,207709,3194,0,1640596874000.0
2,Algeria,,28.0339,1.6596,216637,6238,0,1640596874000.0
3,Andorra,,42.5063,1.5218,21730,139,0,1640596874000.0
4,Angola,,-11.2027,17.8739,71752,1749,0,1640596874000.0
5,Antigua and Barbuda,,17.0608,-61.7964,4236,118,0,1640596874000.0
6,Argentina,,-38.4161,-63.6167,5460042,117035,0,1640596874000.0
7,Armenia,,40.0691,45.0382,344540,7950,0,1640596874000.0
8,Australia,Australian Capital Territory,-35.4735,149.0124,2942,15,0,1640596874000.0
9,Australia,New South Wales,-33.8688,151.2093,137011,652,0,1640596874000.0
10,Australia,Northern Territory,-12.4634,130.8456,444,1,0,1640596874000.0
11,Australia,Queensland,-27.4698,153.0251,5033,7,0,1640596874000.0
12,Australia,South Australia,-34.9285,138.6007,4324,4,0,1640596874000.0
13,Australia,Tasmania,-42.8821,147.3272,434,13,0,1640596874000.0
14,Australia,Victoria,-37.8136,144.9631,159147,1495,0,1640596874000.0
15,Australia,Western Australia,-31.9505,115.8605,1144,9,0,1640596874000.0
16,Austria,,47.5162,14.5501,1264553,13634,0,1640596874000.0
17,Azerbaijan,,40.1431,47.5769,614630,8297,0,1640596874000.0
18,Bahamas,,25.025885,-78.035889,23539,713,0,1640596874000.0
19,Bahrain,,26.0275,50.55,279805,1394,0,1640596874000.0
20,Bangladesh,,23.685,90.3563,1583253,28060,0,1640596874000.0
21,Barbados,,13.1939,-59.5432,27673,260,0,1640596874000.0
22,Belarus,,53.7098,27.9534,693584,5499,0,1640596874000.0
23,Belgium,Antwerp,51.2195,4.4024,294709,0,0,1640596874000.0
24,Belgium,Brussels,50.8503,4.3517,238446,0,0,1640596874000.0
25,Belgium,East Flanders,51.0362,3.7373,253164,0,0,1640596874000.0
26,Belgium,Flemish Brabant,50.9167,4.5833,176676,0,0,1640596874000.0
27,Belgium,Hainaut,50.5257,4.0621,245703,0,0,1640596874000.0
28,Belgium,Liege,50.4496,5.8492,220639,0,0,1640596874000.0
29,Belgium,Limburg,50.9739,5.342,135264,0,0,1640596874000.0
30,Belgium,Luxembourg,50.0547,5.4677,54623,0,0,1640596874000.0
31,Belgium,Namur,50.331,4.8221,97766,0,0,1640596874000.0
32,Belgium,Unknown,,,33028,28149,0,1640596874000.0
33,Belgium,Walloon Brabant,50.4,4.35,77683,0,0,1640596874000.0
34,Belgium,West Flanders,51.0536,3.1458,210410,0,0,1640596874000.0
35,Belize,,17.1899,-88.4976,31503,592,0,1640596874000.0
36,Benin,,9.3077,2.3158,24935,161,0,1640596874000.0
37,Bhutan,,27.5142,90.4336,2660,3,0,1640596874000.0
38,Bolivia,,-16.2902,-63.5887,576602,19546,0,1640596874000.0
39,Bosnia and Herzegovina,,43.9159,17.6791,287276,13269,0,1640596874000.0
40,Botswana,,-22.3285,24.6849,208994,2427,0,1640596874000.0
41,Brazil,Acre,-9.0238,-70.812,88378,1850,0,1640596874000.0
42,Brazil,Alagoas,-9.5713,-36.782,242002,6383,0,1640596874000.0
43,Brazil,Amapa,0.902,-52.003,126649,2015,0,1640596874000.0
44,Brazil,Amazonas,-3.4168,-65.8561,433268,13830,0,1640596874000.0
45,Brazil,Bahia,-12.5797,-41.7007,1268869,27464,0,1640596874000.0
46,Brazil,Ceara,-5.4984,-39.3206,954616,24765,0,1640596874000.0
47,Brazil,Distrito Federal,-15.7998,-47.8645,518878,11095,0,1640596874000.0
48,Brazil,Espirito Santo,-19.1834,-40.3089,628485,13308,0,1640596874000.0
49,Brazil,Goias,-15.827,-49.8362,944716,24673,0,1640596874000.0
50,Brazil,Maranhao,-4.9609,-45.2744,370188,10369,0,1640596874000.0
51,Brazil,Mato Grosso,-12.6819,-56.9211,556456,14040,0,1640596874000.0
52,Brazil,Mato Grosso do Sul,-20.7722,-54.7852,379826,9723,0,1640596874000.0
53,Brazil,Minas Gerais,-18.5122,-44.555,2218695,56613,0,1640596874000.0
54,Brazil,Para,-1.9981,-54.9306,623467,17066,0,1640596874000.0
55,Brazil,Paraiba,-7.24,-36.782,463584,9586,0,1640596874000.0
56,Brazil,Parana,-25.2521,-52.0215,1595075,40877,0,1640596874000.0
57,Brazil,Pernambuco,-8.8137,-36.9541,644093,20409,0,1640596874000.0
58,Brazil,Piaui,-7.7183,-42.7289,334301,7270,0,1640596874000.0
59,Brazil,Rio Grande do Norte,-5.4026,-36.9541,386062,7566,0,1640596874000.0
60,Brazil,Rio Grande do Sul,-30.0346,-51.2177,1500183,36409,0,1640596874000.0
61,Brazil,Rio de Janeiro,-22.9068,-43.1729,1350843,69408,0,1640596874000.0
62,Brazil,Rondonia,-11.5057,-63.5806,283693,6716,0,1640596874000.0
63,Brazil,Roraima,-2.7376,-62.0751,128791,2074,0,1640596874000.0
64,Brazil,Santa Catarina,-27.2423,-50.2189,1239241,20144,0,1640596874000.0
65,Brazil,Sao Paulo,-23.5505,-46.6333,4450315,155096,0,1640596874000.0
66,Brazil,Sergipe,-10.5741,-37.3857,278479,6056,0,1640596874000.0
67,Brazil,Tocantins,-10.1753,-48.2982,234113,3927,0,1640596874000.0
68,Brunei,,4.5353,114.7277,15429,98,0,1640596874000.0
69,Bulgaria,,42.7339,25.4858,734720,30574,0,1640596874000.0
70,Burkina Faso,,12.2383,-1.5616,17040,317,0,1640596874000.0
71,Burma,,21.9162,95.956,529613,19254,0,1640596874000.0
72,Burundi,,-3.3731,29.9189,23657,38,0,1640596874000.0
73,Cabo Verde,,16.5388,-23.0418,39072,352,0,1640596874000.0
74,Cambodia,,11.55,104.9167,120464,3009,0,1640596874000.0
75,Cameroon,,3.848,11.5021,108676,1851,0,1640596874000.0
76,Canada,Alberta,53.9333,-116.5765,346705,3299,0,1640596874000.0
77,Canada,British Columbia,53.7267,-127.6476,235658,2414,0,1640596874000.0
78,Canada,Diamond Princess,,,0,1,0,1608557250000.0
79,Canada,Grand Princess,,,13,0,0,1608557250000.0
80,Canada,Manitoba,53.7609,-98.8139,73573,1370,0,1640596874000.0
81,Canada,New Brunswick,46.5653,-66.4619,11587,152,0,1640596874000.0
82,Canada,Newfoundland and Labrador,53.1355,-57.6604,2512,18,0,1640596874000.0
83,Canada,Northwest Territories,64.8255,-124.8457,2090,12,0,1640596874000.0
84,Canada,Nova Scotia,44.682,-63.7443,9988,111,0,1640596874000.0
85,Canada,Nunavut,70.2998,-83.1076,696,4,0,1640596874000.0
86,Canada,Ontario,51.2538,-85.3232,689840,10199,0,1640596874000.0
87,Canada,Prince Edward Island,46.5107,-63.4168,621,0,0,1640596874000.0
88,Canada,Quebec,52.9399,-73.5491,538205,11667,0,1640596874000.0
89,Canada,Repatriated Travellers,,,13,0,0,1640596874000.0
90,Canada,Saskatchewan,52.9399,-106.4509,82640,945,0,1640596874000.0
91,Canada,Yukon,64.2823,-135.0,1668,14,0,1640596874000.0
92,Central African Republic,,6.6111,20.9394,11961,101,0,1640596874000.0
93,Chad,,15.4542,18.7322,5703,181,0,1640596874000.0
94,Chile,Antofagasta,-23.6509,-70.3975,66714,1285,0,1640596874000.0
95,Chile,Araucania,-38.9489,-72.3311,103728,1553,0,1640596874000.0
96,Chile,Arica y Parinacota,-18.594,-69.4785,29062,546,0,1640596874000.0
97,Chile,Atacama,-27.5661,-70.0503,30702,378,0,1640596874000.0
98,Chile,Aysen,-45.9864,-73.7669,10264,96,0,1640596874000.0
99,Chile,Biobio,-37.4464,-72.1416,166902,2826,0,1640596874000.0
100,Chile,Coquimbo,-29.959,-71.3389,54641,1093,0,1640596874000.0
101,Chile,Los Lagos,-41.9198,-72.1416,98967,1499,0,1640596874000.0
102,Chile,Los Rios,-40.231,-72.3311,53546,717,0,1640596874000.0
103,Chile,Magallanes,-52.368,-70.9863,30086,506,0,1640596874000.0
104,Chile,Maule,-35.5183,-71.6885,109536,1858,0,1640596874000.0
105,Chile,Metropolitana,-33.4376,-70.6505,751245,19921,0,1640596874000.0
106,Chile,Nuble,-36.7226,-71.7622,39377,676,0,1640596874000.0
107,Chile,OHiggins,-34.5755,-71.0022,73085,1628,0,1640596874000.0
108,Chile,Tarapaca,-19.9232,-69.5132,44765,828,0,1640596874000.0
109,Chile,Unknown,,,46,0,0,1640596874000.0
110,Chile,Valparaiso,-33.0472,-71.6127,137614,3624,0,1640596874000.0
111,China,Anhui,31.8257,117.2264,1009,6,0,1640596874000.0
112,China,Beijing,40.1824,116.4142,1208,9,0,1640596874000.0
113,China,Chongqing,30.0572,107.874,610,6,0,1640596874000.0
114,China,Fujian,26.0789,117.9874,1350,1,0,1640596874000.0
115,China,Gansu,35.7518,104.2861,356,2,0,1640596874000.0
116,China,Guangdong,23.3417,113.4244,3427,8,0,1640596874000.0
117,China,Guangxi,23.8298,108.7881,593,2,0,1640596874000.0
118,China,Guizhou,26.8154,106.8748,159,2,0,1640596874000.0
119,China,Hainan,19.1959,109.7453,190,6,0,1640596874000.0
120,China,Hebei,37.8957,114.9042,1458,7,0,1640596874000.0
121,China,Heilongjiang,47.862,127.7615,2035,13,0,1640596874000.0
122,China,Henan,33.882,113.614,1641,22,0,1640596874000.0
123,China,Hong Kong,22.3,114.2,12589,213,0,1640596874000.0
124,China,Hubei,30.9756,112.2707,68316,4512,0,1640596874000.0
125,China,Hunan,27.6104,111.7088,1216,4,0,1640596874000.0
126,China,Inner Mongolia,44.0935,113.9448,1186,1,0,1640596874000.0
127,China,Jiangsu,32.9711,119.455,1624,0,0,1640596874000.0
128,China,Jiangxi,27.614,115.7221,959,1,0,1640596874000.0
129,China,Jilin,43.6661,126.1923,589,3,0,1640596874000.0
130,China,Liaoning,41.2956,122.6085,793,2,0,1640596874000.0
131,China,Macau,22.1667,113.55,77,0,0,1640596874000.0
132,China,Ningxia,37.2692,106.1655,122,0,0,1640596874000.0
133,China,Qinghai,35.7452,95.9956,30,0,0,1640596874000.0
134,China,Shaanxi,35.1917,108.8701,1239,3,0,1640596874000.0
135,China,Shandong,36.3427,118.1498,1038,7,0,1640596874000.0
136,China,Shanghai,31.202,121.4491,3048,7,0,1640596874000.0
137,China,Shanxi,37.5777,112.2922,265,0,0,1640596874000.0
138,China,Sichuan,30.6171,102.7103,1309,3,0,1640596874000.0
139,China,Tianjin,39.3054,117.323,564,3,0,1640596874000.0
140,China,Tibet,31.6927,88.0924,1,0,0,1640596874000.0
141,China,Unknown,,,0,0,0,1640596874000.0
142,China,Xinjiang,41.1129,85.2401,981,3,0,1640596874000.0
143,China,Yunnan,24.974,101.487,1803,2,0,1640596874000.0
144,China,Zhejiang,29.1832,120.0934,2006,1,0,1640596874000.0
145,Colombia,Amazonas,-1.4429,-71.5724,7038,258,0,1640596874000.0
146,Colombia,Antioquia,7.1986,-75.3412,783068,16864,0,1640596874000.0
147,Colombia,Arauca,7.0762,-70.7105,14461,484,0,1640596874000.0
148,Colombia,Atlantico,10.6966,-74.8741,342428,9746,0,1640596874000.0
149,Colombia,Bolivar,8.6704,-74.03,161722,3050,0,1640596874000.0
150,Colombia,Boyaca,5.4545,-73.362,106871,2581,0,1640596874000.0
151,Colombia,Caldas,5.2983,-75.2479,101674,2292,0,1640596874000.0
152,Colombia,Capital District,4.711,-74.0721,1474556,27699,0,1640596874000.0
153,Colombia,Caqueta,0.8699,-73.8419,23089,944,0,1640596874000.0
154,Colombia,Casanare,5.7589,-71.5724,36153,940,0,1640596874000.0
155,Colombia,Cauca,2.705,-76.826,57474,1594,0,1640596874000.0
156,Colombia,Cesar,9.3373,-73.6536,93030,2556,0,1640596874000.0
157,Colombia,Choco,5.2528,-76.826,16572,404,0,1640596874000.0
158,Colombia,Cordoba,8.0493,-75.574,104798,3742,0,1640596874000.0
159,Colombia,Cundinamarca,5.026,-74.03,267405,6858,0,1640596874000.0
160,Colombia,Guainia,2.5854,-68.5247,2572,35,0,1640596874000.0
161,Colombia,Guaviare,1.0654,-73.2603,5174,97,0,1640596874000.0
162,Colombia,Huila,2.5359,-75.5277,89668,3192,0,1640596874000.0
163,Colombia,La Guajira,11.3548,-72.5205,47006,1441,0,1640596874000.0
164,Colombia,Magdalena,10.4113,-74.4057,101196,3481,0,1640596874000.0
165,Colombia,Meta,3.272,-73.0877,90790,2301,0,1640596874000.0
166,Colombia,Narino,1.2892,-77.3579,90840,3046,0,1640596874000.0
167,Colombia,Norte de Santander,7.9463,-72.8988,101662,4676,0,1640596874000.0
168,Colombia,Putumayo,0.436,-75.5277,17810,715,0,1640596874000.0
169,Colombia,Quindio,4.461,-75.6674,58963,1835,0,1640596874000.0
170,Colombia,Risaralda,5.3158,-75.9928,89303,2273,0,1640596874000.0
171,Colombia,San Andres y Providencia,12.5567,-81.7185,8377,151,0,1640596874000.0
172,Colombia,Santander,6.6437,-73.6536,234737,7515,0,1640596874000.0
173,Colombia,Sucre,8.814,-74.7233,59766,1628,0,1640596874000.0
174,Colombia,Tolima,4.0925,-75.1545,108485,3691,0,1640596874000.0
175,Colombia,Unknown,,,0,296,0,1640596874000.0
176,Colombia,Valle del Cauca,3.8009,-76.6413,423153,13304,0,1640596874000.0
177,Colombia,Vaupes,0.8554,-70.812,1796,17,0,1640596874000.0
178,Colombia,Vichada,4.4234,-69.2878,3053,55,0,1640596874000.0
179,Comoros,,-11.6455,43.3333,5729,153,0,1640596874000.0
180,Congo (Brazzaville),,-0.228,15.8277,19490,367,0,1640596874000.0
181,Congo (Kinshasa),,-4.0383,21.7587,70059,1126,0,1640596874000.0
182,Costa Rica,,9.7489,-83.7534,568860,7343,0,1640596874000.0
183,Cote d'Ivoire,,7.54,-5.5471,63847,707,0,1640596874000.0
184,Croatia,,45.1,15.2,693253,12325,0,1640596874000.0
185,Cuba,,21.521757,-77.781167,964729,8320,0,1640596874000.0
186,Cyprus,,35.1264,33.4299,150760,628,0,1640596874000.0
187,Czechia,,49.8175,15.473,2447758,35805,0,1640596874000.0
188,Denmark,,56.2639,9.5018,640413,3101,0,1640596874000.0
189,Denmark,Faroe Islands,61.8926,-6.9118,5149,13,0,1640596874000.0
190,Denmark,Greenland,71.7069,-42.6043,2249,0,0,1640596874000.0
191,Diamond Princess,,,,712,13,0,1640596874000.0
192,Djibouti,,11.8251,42.5903,13572,189,0,1640596874000.0
193,Dominica,,15.415,-61.371,6520,44,0,1640596874000.0
194,Dominican Republic,,18.7357,-70.1627,414226,4238,0,1640596874000.0
195,Ecuador,,-1.8312,-78.1834,540122,33641,0,1640596874000.0
196,Egypt,,26.820553,30.802498,381343,21608,0,1640596874000.0
197,El Salvador,,13.7942,-88.8965,121741,3820,0,1640596874000.0
198,Equatorial Guinea,,1.6508,10.2679,13630,175,0,1640596874000.0
199,Eritrea,,15.1794,39.7823,7886,73,0,1640596874000.0
200,Estonia,,58.5953,25.0136,237099,1916,0,1640596874000.0
201,Eswatini,,-26.5225,31.4659,64443,1277,0,1640596874000.0
202,Ethiopia,,9.145,40.4897,398696,6898,0,1640596874000.0
203,Fiji,,-17.7134,178.065,52815,697,0,1640596874000.0
204,Finland,,61.92411,25.748151,230392,1507,0,1640596874000.0
205,France,,46.2276,2.2137,8912148,120120,0,1640596874000.0
206,France,French Guiana,4.0,-53.0,47012,337,0,1640596874000.0
207,France,French Polynesia,-17.6797,-149.4068,46376,636,0,1640596874000.0
208,France,Guadeloupe,16.265,-61.551,55564,830,0,1640596874000.0
209,France,Martinique,14.6415,-61.0242,47337,769,0,1640596874000.0
210,France,Mayotte,-12.8275,45.166244,21288,185,0,1640596874000.0
211,France,New Caledonia,-20.904305,165.618042,12701,280,0,1640596874000.0
212,France,Reunion,-21.1151,55.5364,71795,401,0,1640596874000.0
213,France,Saint Barthelemy,17.9,-62.8333,1692,6,0,1640596874000.0
214,France,Saint Pierre and Miquelon,46.8852,-56.3159,98,0,0,1640596874000.0
215,France,St Martin,18.0708,-63.0501,4075,56,0,1640596874000.0
216,France,Wallis and Futuna,-14.2938,-178.1165,454,7,0,1640596874000.0
217,Gabon,,-0.8037,11.6094,38039,286,0,1640596874000.0
218,Gambia,,13.4432,-15.3101,10087,342,0,1640596874000.0
219,Georgia,,42.3154,43.3569,925354,13583,0,1640596874000.0
220,Germany,Baden-Wurttemberg,48.6616,9.3501,997932,12795,0,1640596874000.0
221,Germany,Bayern,48.7904,11.4979,1310206,19407,0,1640596874000.0
222,Germany,Berlin,52.52,13.405,320704,3991,0,1640596874000.0
223,Germany,Brandenburg,52.4125,12.5316,235869,4594,0,1640596874000.0
224,Germany,Bremen,53.0793,8.8017,46162,593,0,1640596874000.0
225,Germany,Hamburg,53.5511,9.9937,135610,1969,0,1640596874000.0
226,Germany,Hessen,50.6521,9.1624,470260,8509,0,1640596874000.0
227,Germany,Mecklenburg-Vorpommern,53.6127,12.4296,97438,1448,0,1640596874000.0
228,Germany,Niedersachsen,52.6367,9.8451,433003,6768,0,1640596874000.0
229,Germany,Nordrhein-Westfalen,51.4332,7.6616,1354425,20109,0,1640596874000.0
230,Germany,Rheinland-Pfalz,50.1183,7.309,273644,4573,0,1640596874000.0
231,Germany,Saarland,49.3964,7.023,72731,1232,0,1640596874000.0
232,Germany,Sachsen,51.1045,13.2017,640251,12634,0,1640596874000.0
233,Germany,Sachsen-Anhalt,51.9503,11.6923,220232,4195,0,1640596874000.0
234,Germany,Schleswig-Holstein,54.2194,9.6961,114190,1875,0,1640596874000.0
235,Germany,Thuringen,51.011,10.8453,282652,5744,0,1640596874000.0
236,Germany,Unknown,,,4339,0,0,1640596874000.0
237,Ghana,,7.9465,-1.0232,136436,1274,0,1640596874000.0
238,Greece,,39.0742,21.8243,1074869,20429,0,1640596874000.0
239,Grenada,,12.1165,-61.679,5956,200,0,1640596874000.0
240,Guatemala,,15.7835,-90.2308,625166,16097,0,1640596874000.0
241,Guinea,,9.9456,-9.6966,31117,389,0,1640596874000.0
242,Guinea-Bissau,,11.8037,-15.1804,6466,149,0,1640596874000.0
243,Guyana,,4.860416,-58.93018,39107,1048,0,1640596874000.0
244,Haiti,,18.9712,-72.2852,25950,765,0,1640596874000.0
245,Holy See,,41.9029,12.4534,27,0,0,1640596874000.0
246,Honduras,,15.2,-86.2419,379073,10429,0,1640596874000.0
247,Hungary,,47.1625,19.5033,1245319,38743,0,1640596874000.0
248,Iceland,,64.9631,-19.0208,22087,37,0,1640596874000.0
249,India,Andaman and Nicobar Islands,11.225999,92.968178,7714,129,0,1640596874000.0
250,India,Andhra Pradesh,15.9129,79.74,2076492,14490,0,1640596874000.0
251,India,Arunachal Pradesh,27.768456,96.384277,55332,280,0,1640596874000.0
252,India,Assam,26.357149,92.830441,620134,6156,0,1640596874000.0
253,India,Bihar,25.679658,85.60484,726456,12094,0,1640596874000.0
254,India,Chandigarh,30.733839,76.768278,65774,1078,0,1640596874000.0
255,India,Chhattisgarh,21.264705,82.035366,1007623,13597,0,1640596874000.0
256,India,Dadra and Nagar Haveli and Daman and Diu,20.194742,73.080901,10691,4,0,1640596874000.0
257,India,Delhi,28.646519,77.10898,1443352,25105,0,1640596874000.0
258,India,Goa,15.359682,74.057396,180050,3519,0,1640596874000.0
259,India,Gujarat,22.694884,71.590923,829359,10113,0,1640596874000.0
260,India,Haryana,29.20004,76.332824,772633,10062,0,1640596874000.0
261,India,Himachal Pradesh,31.927213,77.233081,228549,3873,0,1640596874000.0
262,India,Jammu and Kashmir,33.75943,76.612638,340722,4523,0,1640596874000.0
263,India,Jharkhand,23.654536,85.557631,349867,5142,0,1640596874000.0
264,India,Karnataka,14.70518,76.166436,3004587,38312,0,1640596874000.0
265,India,Kerala,10.450898,76.405749,5235122,46586,0,1640596874000.0
266,India,Ladakh,34.1526,77.5771,22091,218,0,1640596874000.0
267,India,Lakshadweep,13.6999972,72.1833326,10415,51,0,1640596874000.0
268,India,Madhya Pradesh,23.541513,78.289633,793696,10532,0,1640596874000.0
269,India,Maharashtra,19.449759,76.108221,6657888,141433,0,1640596874000.0
270,India,Manipur,24.738975,93.882541,125723,2001,0,1640596874000.0
271,India,Meghalaya,25.536934,91.278882,84793,1483,0,1640596874000.0
272,India,Mizoram,23.309381,92.83822,140564,539,0,1640596874000.0
