,Country_Region,Province_State,Lat,Long_,Confirmed,Deaths,Recovered,Last_Update
535,Russia,Kalmykia Republic,46.2313018,45.3275745,33941,725,0,1640596874000.0
536,Russia,Kaluga Oblast,54.4382773,35.5272854,64562,1190,0,1640596874000.0
537,Russia,Kamchatka Krai,57.1914882,160.0383819,23668,505,0,1640596874000.0
538,Russia,Karachay-Cherkess Republic,43.7368326,41.7267991,31986,902,0,1640596874000.0
539,Russia,Karelia Republic,62.6194031,33.4920267,89277,1182,0,1640596874000.0
540,Russia,Kemerovo Oblast,54.5335781,87.342861,83629,1695,0,1640596874000.0
541,Russia,Khabarovsk Krai,51.6312684,136.121524,123389,1217,0,1640596874000.0
542,Russia,Khakassia Republic,53.72258845,91.44293627,53440,1939,0,1640596874000.0
543,Russia,Khanty-Mansi Autonomous Okrug,61.0259025,69.0982628,95213,1958,0,1640596874000.0
544,Russia,Kirov Oblast,57.9665589,49.4074599,78086,741,0,1640596874000.0
545,Russia,Komi Republic,63.9881421,54.3326073,96585,2586,0,1640596874000.0
546,Russia,Kostroma Oblast,58.424756,44.2533273,48490,1096,0,1640596874000.0
547,Russia,Krasnodar Krai,45.7684014,39.0261044,116975,9677,0,1640596874000.0
548,Russia,Krasnoyarsk Krai,63.3233807,97.0979974,170938,8470,0,1640596874000.0
549,Russia,Kurgan Oblast,55.7655302,64.5632681,49927,991,0,1640596874000.0
550,Russia,Kursk Oblast,51.6568453,36.4852695,81575,2001,0,1640596874000.0
551,Russia,Leningrad Oblast,60.1853296,32.3925325,100235,2983,0,1640596874000.0
552,Russia,Lipetsk Oblast,52.6935178,39.1122664,83348,2761,0,1640596874000.0
553,Russia,Magadan Oblast,62.48858785,153.9903764,13594,345,0,1640596874000.0
554,Russia,Mari El Republic,56.5767504,47.8817512,29175,927,0,1640596874000.0
555,Russia,Mordovia Republic,54.4419829,44.4661144,40094,1009,0,1640596874000.0
556,Russia,Moscow,55.7504461,37.6174943,2021841,36488,0,1640596874000.0
557,Russia,Moscow Oblast,55.5043158,38.0353929,636354,11917,0,1640596874000.0
558,Russia,Murmansk Oblast,68.0000418,33.9999151,91241,2752,0,1640596874000.0
559,Russia,Nenets Autonomous Okrug,68.27557185,57.1686375,3486,85,0,1640596874000.0
560,Russia,Nizhny Novgorod Oblast,55.4718033,44.0911594,230027,9701,0,1640596874000.0
561,Russia,North Ossetia - Alania Republic,42.7933611,44.6324493,30668,941,0,1640596874000.0
562,Russia,Novgorod Oblast,58.2843833,32.5169757,64719,749,0,1640596874000.0
563,Russia,Novosibirsk Oblast,54.9720169,79.4813924,93182,4178,0,1640596874000.0
564,Russia,Omsk Oblast,56.0935263,73.5099936,128874,3129,0,1640596874000.0
565,Russia,Orel Oblast,52.9685433,36.0692477,69773,1469,0,1640596874000.0
566,Russia,Orenburg Oblast,52.0269262,54.7276647,107417,3421,0,1640596874000.0
567,Russia,Penza Oblast,53.1655415,44.7879181,100787,4587,0,1640596874000.0
568,Russia,Perm Krai,58.5951603,56.3159546,158272,7388,0,1640596874000.0
569,Russia,Primorsky Krai,45.0819456,134.726645,100322,1529,0,1640596874000.0
570,Russia,Pskov Oblast,57.5358729,28.8586826,70672,1239,0,1640596874000.0
571,Russia,Rostov Oblast,47.6222451,40.7957942,192156,9508,0,1640596874000.0
572,Russia,Ryazan Oblast,54.4226732,40.5705246,60948,2454,0,1640596874000.0
573,Russia,Saint Petersburg,59.9606739,30.1586551,845519,27805,0,1640596874000.0
574,Russia,Sakha (Yakutiya) Republic,66.941626,129.642371,75651,1775,0,1640596874000.0
575,Russia,Sakhalin Oblast,49.7219665,143.448533,41655,516,0,1640596874000.0
576,Russia,Samara Oblast,53.2128813,50.8914633,198389,6200,0,1640596874000.0
577,Russia,Saratov Oblast,51.6520555,46.8631952,131858,4999,0,1640596874000.0
578,Russia,Smolensk Oblast,55.0343496,33.0192065,84283,2338,0,1640596874000.0
579,Russia,Stavropol Krai,44.8632577,43.4406913,124733,5998,0,1640596874000.0
580,Russia,Sverdlovsk Oblast,58.6414755,61.8021546,196517,9298,0,1640596874000.0
581,Russia,Tambov Oblast,52.9019574,41.3578918,60300,1674,0,1640596874000.0
582,Russia,Tatarstan Republic,55.7648572,52.43104273,42360,1416,0,1640596874000.0
583,Russia,Tomsk Oblast,58.6124279,82.0475315,61246,669,0,1640596874000.0
584,Russia,Tula Oblast,53.9570701,37.3690909,74295,4207,0,1640596874000.0
585,Russia,Tver Oblast,57.1134475,35.1744428,97618,2314,0,1640596874000.0
586,Russia,Tyumen Oblast,58.8206488,70.3658837,89005,3328,0,1640596874000.0
587,Russia,Tyva Republic,51.4017149,93.8582593,31504,317,0,1640596874000.0
588,Russia,Udmurt Republic,57.1961165,52.6959832,78752,3220,0,1640596874000.0
589,Russia,Ulyanovsk Oblast,54.1463177,47.2324921,119688,3722,0,1640596874000.0
590,Russia,Vladimir Oblast,56.0503336,40.6561633,80310,2910,0,1640596874000.0
591,Russia,Volgograd Oblast,49.6048339,44.2903582,128104,5453,0,1640596874000.0
592,Russia,Vologda Oblast,60.0391461,43.1215213,99149,2924,0,1640596874000.0
593,Russia,Voronezh Oblast,50.9800393,40.1506507,192867,6826,0,1640596874000.0
594,Russia,Yamalo-Nenets Autonomous Okrug,67.1471631,74.3415488,61651,950,0,1640596874000.0
595,Russia,Yaroslavl Oblast,57.7781976,39.0021095,84623,1832,0,1640596874000.0
596,Russia,Zabaykalsky Krai,52.248521,115.956325,95376,1806,0,1640596874000.0
597,Rwanda,,-1.9403,29.8739,105027,1347,0,1640596874000.0
598,Saint Kitts and Nevis,,17.357822,-62.782998,2843,28,0,1640596874000.0
599,Saint Lucia,,13.9094,-60.9789,13302,295,0,1640596874000.0
600,Saint Vincent and the Grenadines,,12.9843,-61.2872,5828,81,0,1640596874000.0
601,Samoa,,-13.759,-172.1046,3,0,0,1640596874000.0
602,San Marino,,43.9424,12.4578,7526,98,0,1640596874000.0
603,Sao Tome and Principe,,0.1864,6.6131,3758,57,0,1640596874000.0
604,Saudi Arabia,,23.885942,45.079162,552795,8871,0,1640596874000.0
605,Senegal,,14.4974,-14.4524,74412,1890,0,1640596874000.0
606,Serbia,,44.0165,21.0059,1290469,12594,0,1640596874000.0
607,Seychelles,,-4.6796,55.492,24249,131,0,1640596874000.0
608,Sierra Leone,,8.460555,-11.779889,6744,123,0,1640596874000.0
609,Singapore,,1.2833,103.8333,277764,822,0,1640596874000.0
610,Slovakia,,48.669,19.699,1349806,16398,0,1640596874000.0
611,Slovenia,,46.1512,14.9955,456057,5543,0,1640596874000.0
612,Solomon Islands,,-9.6457,160.1562,20,0,0,1640596874000.0
613,Somalia,,5.152149,46.199616,23532,1333,0,1640596874000.0
614,South Africa,,-30.5595,22.9375,3413540,90814,0,1640596874000.0
615,South Sudan,,6.877,31.307,14843,135,0,1640596874000.0
616,Spain,Andalusia,37.5443,-4.7278,882708,11439,0,1640596874000.0
617,Spain,Aragon,41.5976,-0.9057,191486,4047,0,1640596874000.0
618,Spain,Asturias,43.3614,-5.8593,86008,2136,0,1640596874000.0
619,Spain,Baleares,39.710358,2.995148,119510,1047,0,1640596874000.0
620,Spain,C. Valenciana,39.484,-0.7533,589559,8037,0,1640596874000.0
621,Spain,Canarias,28.2916,-16.6291,125949,1110,0,1640596874000.0
622,Spain,Cantabria,43.1828,-3.9878,53588,623,0,1640596874000.0
623,Spain,Castilla - La Mancha,39.2796,-3.0977,256804,6564,0,1640596874000.0
624,Spain,Castilla y Leon,41.8357,-4.3976,347201,7524,0,1640596874000.0
625,Spain,Catalonia,41.5912,1.5209,1056925,16090,0,1640596874000.0
626,Spain,Ceuta,35.8894,-5.3213,8675,131,0,1640596874000.0
627,Spain,Extremadura,39.4937,-6.0679,114642,2009,0,1640596874000.0
628,Spain,Galicia,42.5751,-8.1339,219394,2734,0,1640596874000.0
629,Spain,La Rioja,42.2871,-2.5396,46571,838,0,1640596874000.0
630,Spain,Madrid,40.4168,-3.7038,1012720,16370,0,1640596874000.0
631,Spain,Melilla,35.2923,-2.9381,12224,119,0,1640596874000.0
632,Spain,Murcia,37.9922,-1.1307,166144,1797,0,1640596874000.0
633,Spain,Navarra,42.6954,-1.6761,105313,1283,0,1640596874000.0
634,Spain,Pais Vasco,42.9896,-2.6189,322586,5121,0,1640596874000.0
635,Spain,Unknown,,,0,0,0,1619392849000.0
636,Sri Lanka,,7.873054,80.771797,583649,14884,0,1640596874000.0
637,Sudan,,12.8628,30.2176,46100,3298,0,1640596874000.0
638,Summer Olympics 2020,,35.6491,139.7737,865,0,0,1640596874000.0
639,Suriname,,3.9193,-56.0278,51593,1187,0,1640596874000.0
640,Sweden,Blekinge,56.2784,15.018,14993,136,0,1640596874000.0
641,Sweden,Dalarna,61.0917,14.6664,31370,360,0,1640596874000.0
642,Sweden,Gavleborg,61.3012,16.1534,40705,571,0,1640596874000.0
643,Sweden,Gotland,57.4684,18.4867,4868,54,0,1640596874000.0
644,Sweden,Halland,56.8967,12.8034,46841,335,0,1640596874000.0
645,Sweden,Jamtland Harjedalen,63.1712,14.9592,14136,129,0,1640596874000.0
646,Sweden,Jonkoping,57.3708,14.3439,48242,569,0,1640596874000.0
647,Sweden,Kalmar,57.235,16.1849,28407,257,0,1640596874000.0
648,Sweden,Kronoberg,56.7183,14.4115,24725,330,0,1640596874000.0
649,Sweden,Norrbotten,66.8309,20.3992,29466,299,0,1640596874000.0
650,Sweden,Orebro,59.535,15.0066,38357,358,0,1640596874000.0
651,Sweden,Ostergotland,58.3454,15.5198,47089,661,0,1640596874000.0
652,Sweden,Skane,55.9903,13.5958,183799,1822,0,1640596874000.0
653,Sweden,Sormland,59.0336,16.7519,29802,489,0,1640596874000.0
654,Sweden,Stockholm,59.6025,18.1384,308165,4558,0,1640596874000.0
655,Sweden,Uppsala,60.0092,17.2715,47162,554,0,1640596874000.0
656,Sweden,Varmland,59.7294,13.2354,24240,231,0,1640596874000.0
657,Sweden,Vasterbotten,65.3337,16.5162,28064,203,0,1640596874000.0
658,Sweden,Vasternorrland,63.4276,17.7292,29833,488,0,1640596874000.0
659,Sweden,Vastmanland,59.6714,16.2159,36288,383,0,1640596874000.0
660,Sweden,Vastra Gotaland,58.2528,13.0596,216761,2478,0,1640596874000.0
661,Switzerland,,46.8182,8.2275,1227395,12068,0,1640596874000.0
662,Syria,,34.802075,38.996815,50089,2875,0,1640596874000.0
663,Taiwan*,,23.7,121.0,16915,850,0,1640596874000.0
664,Tajikistan,,38.861,71.2761,17493,125,0,1640596874000.0
665,Tanzania,,-6.369028,34.888822,26483,734,0,1640596874000.0
666,Thailand,,15.870032,100.992541,2212407,21598,0,1640596874000.0
667,Timor-Leste,,-8.874217,125.727539,19833,122,0,1640596874000.0
668,Togo,,8.6195,0.8248,28268,246,0,1640596874000.0
669,Tonga,,-21.179,-175.1982,1,0,0,1640596874000.0
670,Trinidad and Tobago,,10.6918,-61.2225,89829,2768,0,1640596874000.0
671,Tunisia,,33.886917,9.537499,723093,25532,0,1640596874000.0
672,Turkey,,38.9637,35.2433,9309094,81576,0,1640596874000.0
673,Uganda,,1.373333,32.290275,134348,3275,0,1640596874000.0
674,Ukraine,Cherkasy Oblast,49.4444,32.0598,127722,2566,0,1640596874000.0
675,Ukraine,Chernihiv Oblast,51.4982,31.2893,94280,2392,0,1640596874000.0
676,Ukraine,Chernivtsi Oblast,48.2917,25.9352,118939,2985,0,1640596874000.0
677,Ukraine,Crimea Republic*,45.2835,34.2008,126436,4252,0,1640596874000.0
678,Ukraine,Dnipropetrovsk Oblast,48.4647,35.0462,241429,8762,0,1640596874000.0
679,Ukraine,Donetsk Oblast,48.0159,37.8028,166462,5056,0,1640596874000.0
680,Ukraine,Ivano-Frankivsk Oblast,48.9226,24.7111,126707,3063,0,1640596874000.0
681,Ukraine,Kharkiv Oblast,49.9935,36.2304,242243,6270,0,1640596874000.0
682,Ukraine,Kherson Oblast,46.6354,32.6169,78601,2666,0,1640596874000.0
683,Ukraine,Khmelnytskyi Oblast,49.423,26.9871,145871,3282,0,1640596874000.0
684,Ukraine,Kiev,50.4501,30.5234,327650,8111,0,1640596874000.0
685,Ukraine,Kiev Oblast,50.053,30.7667,184336,4620,0,1640596874000.0
686,Ukraine,Kirovohrad Oblast,48.5079,32.2623,32790,1488,0,1640596874000.0
687,Ukraine,Luhansk Oblast,48.574,39.3078,59502,2182,0,1640596874000.0
688,Ukraine,Lviv Oblast,49.8397,24.0297,218958,5932,0,1640596874000.0
689,Ukraine,Mykolaiv Oblast,46.975,31.9946,114924,3252,0,1640596874000.0
690,Ukraine,Odessa Oblast,46.4846,30.7326,238342,5512,0,1640596874000.0
691,Ukraine,Poltava Oblast,49.5883,34.5514,138728,3661,0,1640596874000.0
692,Ukraine,Rivne Oblast,50.6199,26.2516,126980,2243,0,1640596874000.0
693,Ukraine,Sevastopol*,44.6054,33.522,52493,1826,0,1640596874000.0
694,Ukraine,Sumy Oblast,50.9077,34.7981,130393,2795,0,1640596874000.0
695,Ukraine,Ternopil Oblast,49.5535,25.5948,106976,2091,0,1640596874000.0
696,Ukraine,Vinnytsia Oblast,49.2331,28.4682,111551,3056,0,1640596874000.0
697,Ukraine,Volyn Oblast,50.7472,25.3254,103229,2158,0,1640596874000.0
698,Ukraine,Zakarpattia Oblast,48.6208,22.2879,87178,2318,0,1640596874000.0
699,Ukraine,Zaporizhia Oblast,47.8388,35.1396,181420,5161,0,1640596874000.0
700,Ukraine,Zhytomyr Oblast,50.2547,28.6587,139913,3216,0,1640596874000.0
701,United Arab Emirates,,23.424076,53.847818,751333,2158,0,1640596874000.0
702,United Kingdom,Anguilla,18.2206,-63.0686,1646,5,0,1640596874000.0
703,United Kingdom,Bermuda,32.3078,-64.7505,6014,106,0,1640596874000.0
704,United Kingdom,British Virgin Islands,18.4207,-64.64,3016,39,0,1640596874000.0
705,United Kingdom,Cayman Islands,19.3133,-81.2546,8386,11,0,1640596874000.0
706,United Kingdom,Channel Islands,49.3723,-2.3644,23627,112,0,1640596874000.0
707,United Kingdom,England,52.3555,-1.1743,10115910,128528,0,1640596874000.0
708,United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,83,0,0,1640596874000.0
709,United Kingdom,Gibraltar,36.1408,-5.3536,8142,100,0,1640596874000.0
710,United Kingdom,Isle of Man,54.2361,-4.5481,13438,67,0,1640596874000.0
711,United Kingdom,Montserrat,16.742498,-62.187366,45,1,0,1640596874000.0
712,United Kingdom,Northern Ireland,54.7877,-6.4923,367181,2962,0,1640596874000.0
713,United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",-7.9467,-14.3559,4,0,0,1640596874000.0
714,United Kingdom,Scotland,56.4907,-4.2026,831158,9822,0,1640596874000.0
715,United Kingdom,Turks and Caicos Islands,21.694,-71.7979,3235,26,0,1640596874000.0
716,United Kingdom,Unknown,,,0,0,0,1640596874000.0
717,United Kingdom,Wales,52.1307,-3.7837,577043,6545,0,1640596874000.0
718,Uruguay,,-32.5228,-55.7658,407381,6163,0,1640596874000.0
719,Uzbekistan,,41.377491,64.585262,198387,1481,0,1640596874000.0
720,Vanuatu,,-15.3767,166.9592,7,1,0,1640596874000.0
721,Venezuela,,6.4238,-66.5897,443332,5314,0,1640596874000.0
722,Vietnam,,14.058324,108.277199,1651673,31214,0,1640596874000.0
723,West Bank and Gaza,,31.9522,35.2332,467682,4884,0,1640596874000.0
724,Yemen,,15.552727,48.516388,10115,1983,0,1640596874000.0
725,Zambia,,-13.133897,27.849332,233120,3702,0,1640596874000.0
726,Zimbabwe,,-19.015438,29.154857,204351,4891,0,1640596874000.0
727,US,Mississippi,32.741646,-89.678696,525502,10393,0,1640596874000.0
728,US,Grand Princess,37.64894,-122.665479,103,3,0,1596508076000.0
729,US,Oklahoma,35.565342,-96.928917,694210,12348,0,1640596874000.0
730,US,Delaware,39.318523,-75.507141,172827,2271,0,1640596874000.0
731,US,Minnesota,45.694454,-93.900192,996224,10440,0,1640596874000.0
732,US,Illinois,40.349457,-88.986137,2021302,29868,0,1640596874000.0
733,US,Arkansas,34.969704,-92.373123,550413,9066,0,1640596874000.0
734,US,New Mexico,34.840515,-106.248482,342649,5745,0,1640596874000.0
735,US,Indiana,39.849426,-86.258278,1200926,18696,0,1640596874000.0
736,US,Louisiana,31.169546,-91.867805,790373,14953,0,1640596874000.0
737,US,Texas,31.054487,-97.563461,4476910,75322,0,1640596874000.0
738,US,Wisconsin,44.268543,-89.616508,1083442,11017,0,1640596874000.0
739,US,Kansas,38.5266,-96.726486,506379,6954,0,1640596874000.0
740,US,Recovered,0.0,0.0,0,0,0,1640596874000.0
741,US,American Samoa,-14.271,-170.132,10,0,0,1640596874000.0
742,US,Connecticut,41.597782,-72.755371,474557,9077,0,1640596874000.0
743,US,Virgin Islands,18.3358,-64.8963,8213,88,0,1640596874000.0
744,US,California,36.116203,-119.681564,5310698,76139,0,1640596874000.0
745,US,Puerto Rico,18.2208,-66.5901,232336,3291,0,1640596874000.0
746,US,Georgia,33.040619,-83.643074,1733600,31209,0,1640596874000.0
747,US,North Dakota,47.528912,-99.784012,171429,2040,0,1640596874000.0
748,US,Pennsylvania,40.590752,-77.209755,1954488,36050,0,1640596874000.0
749,US,West Virginia,38.491226,-80.954453,319035,5251,0,1640596874000.0
750,US,Alaska,61.370716,-152.404419,155294,976,0,1640596874000.0
751,US,Tennessee,35.747845,-86.692345,1366921,20377,0,1640596874000.0
752,US,United States Virgin Islands,18.35,-64.933,0,0,0,
753,US,Missouri,38.456085,-92.288368,983061,16018,0,1640596874000.0
754,US,South Dakota,44.299782,-99.438828,175677,2456,0,1640596874000.0
755,US,Colorado,39.059811,-105.311104,886250,10074,0,1640596874000.0
756,US,New Jersey,40.298904,-74.521011,1443915,28861,0,1640596874000.0
757,US,Guam,13.4443,144.7937,19458,270,0,1640596874000.0
758,US,Washington,47.400902,-121.490494,813741,9784,0,1640596874000.0
759,US,New York,42.165726,-74.948051,3184372,58980,0,1640596874000.0
760,US,Nevada,38.313515,-117.055374,474023,8363,0,1640596874000.0
761,US,Northern Mariana Islands,15.0979,145.6739,2893,11,0,1640596874000.0
762,US,Diamond Princess,35.4437,139.638,49,0,0,1596508076000.0
763,US,Maryland,39.063946,-76.802101,663414,11255,0,1640596874000.0
764,US,Idaho,44.240459,-114.478828,315726,4099,0,1640596874000.0
765,US,Wyoming,42.755966,-107.30249,114242,1526,0,1640596874000.0
766,US,Arizona,33.729759,-111.431221,1355052,23982,0,1640596874000.0
767,US,Iowa,42.011539,-93.210526,563955,7799,0,1640596874000.0
768,US,Michigan,43.326618,-84.536095,1645578,28345,0,1640596874000.0
769,US,Utah,40.150032,-111.862434,623703,3754,0,1640596874000.0
770,US,Virginia,37.769337,-78.169968,1049336,15294,0,1640596874000.0
771,US,Oregon,44.572021,-122.070938,410565,5598,0,1640596874000.0
772,US,Montana,46.921925,-110.454353,195669,2895,0,1640596874000.0
773,US,New Hampshire,43.452492,-71.563896,189987,1877,0,1640596874000.0
774,US,Massachusetts,42.230171,-71.530106,1055519,20050,0,1640596874000.0
775,US,South Carolina,33.856892,-80.945007,944574,14550,0,1640596874000.0
776,US,Vermont,44.045876,-72.710686,60265,460,0,1640596874000.0
777,US,Florida,27.766279,-81.686783,3907748,62347,0,1640596874000.0
778,US,Hawaii,21.094318,-157.498337,102389,1082,0,1640596874000.0
779,US,Kentucky,37.66814,-84.670067,836441,11918,0,1640596874000.0
780,US,Rhode Island,41.680893,-71.51178,217228,3018,0,1640596874000.0
781,US,Nebraska,41.12537,-98.268082,331081,3317,0,1640596874000.0
782,US,Ohio,40.388783,-82.764915,1931908,28720,0,1640596874000.0
783,US,Alabama,32.3182,-86.9023,868948,16418,0,1640596874000.0
784,US,North Carolina,35.630066,-79.806419,1607378,19233,0,1640596874000.0
785,US,District of Columbia,38.897438,-77.026817,79565,1207,0,1640596874000.0
786,US,Maine,44.693947,-69.381927,141780,1475,0,1640596874000.0
